Date,Close,High,Low,Open,Volume,Sector,Close.1,High.1,Low.1,Open.1,Volume.1,Close.2,High.2,Low.2,Open.2,Volume.2,Close.3,High.3,Low.3,Open.3,Volume.3,Close.4,High.4,Low.4,Open.4,Volume.4,"('Date', '')","('Close', '^CNXIT')","('High', '^CNXIT')","('Low', '^CNXIT')","('Open', '^CNXIT')","('Volume', '^CNXIT')","('Sector', '')","('Close', '^NSEBANK')","('High', '^NSEBANK')","('Low', '^NSEBANK')","('Open', '^NSEBANK')","('Volume', '^NSEBANK')","('Close', '^CNXFMCG')","('High', '^CNXFMCG')","('Low', '^CNXFMCG')","('Open', '^CNXFMCG')","('Volume', '^CNXFMCG')","('Close', '^CNXAUTO')","('High', '^CNXAUTO')","('Low', '^CNXAUTO')","('Open', '^CNXAUTO')","('Volume', '^CNXAUTO')","('Close', '^CNXPHARMA')","('High', '^CNXPHARMA')","('Low', '^CNXPHARMA')","('Open', '^CNXPHARMA')","('Volume', '^CNXPHARMA')","('Date', '').1","('Close', '^CNXIT').1","('High', '^CNXIT').1","('Low', '^CNXIT').1","('Open', '^CNXIT').1","('Volume', '^CNXIT').1","('Sector', '').1","('Close', '^NSEBANK').1","('High', '^NSEBANK').1","('Low', '^NSEBANK').1","('Open', '^NSEBANK').1","('Volume', '^NSEBANK').1","('Close', '^CNXFMCG').1","('High', '^CNXFMCG').1","('Low', '^CNXFMCG').1","('Open', '^CNXFMCG').1","('Volume', '^CNXFMCG').1","('Close', '^CNXAUTO').1","('High', '^CNXAUTO').1","('Low', '^CNXAUTO').1","('Open', '^CNXAUTO').1","('Volume', '^CNXAUTO').1","('Close', '^CNXPHARMA').1","('High', '^CNXPHARMA').1","('Low', '^CNXPHARMA').1","('Open', '^CNXPHARMA').1","('Volume', '^CNXPHARMA').1","('Date', '').2","('Close', '^CNXIT').2","('High', '^CNXIT').2","('Low', '^CNXIT').2","('Open', '^CNXIT').2","('Volume', '^CNXIT').2","('Sector', '').2","('Close', '^NSEBANK').2","('High', '^NSEBANK').2","('Low', '^NSEBANK').2","('Open', '^NSEBANK').2","('Volume', '^NSEBANK').2","('Close', '^CNXFMCG').2","('High', '^CNXFMCG').2","('Low', '^CNXFMCG').2","('Open', '^CNXFMCG').2","('Volume', '^CNXFMCG').2","('Close', '^CNXAUTO').2","('High', '^CNXAUTO').2","('Low', '^CNXAUTO').2","('Open', '^CNXAUTO').2","('Volume', '^CNXAUTO').2","('Close', '^CNXPHARMA').2","('High', '^CNXPHARMA').2","('Low', '^CNXPHARMA').2","('Open', '^CNXPHARMA').2","('Volume', '^CNXPHARMA').2","('Date', '').3","('Close', '^CNXIT').3","('High', '^CNXIT').3","('Low', '^CNXIT').3","('Open', '^CNXIT').3","('Volume', '^CNXIT').3","('Sector', '').3","('Close', '^NSEBANK').3","('High', '^NSEBANK').3","('Low', '^NSEBANK').3","('Open', '^NSEBANK').3","('Volume', '^NSEBANK').3","('Close', '^CNXFMCG').3","('High', '^CNXFMCG').3","('Low', '^CNXFMCG').3","('Open', '^CNXFMCG').3","('Volume', '^CNXFMCG').3","('Close', '^CNXAUTO').3","('High', '^CNXAUTO').3","('Low', '^CNXAUTO').3","('Open', '^CNXAUTO').3","('Volume', '^CNXAUTO').3","('Close', '^CNXPHARMA').3","('High', '^CNXPHARMA').3","('Low', '^CNXPHARMA').3","('Open', '^CNXPHARMA').3","('Volume', '^CNXPHARMA').3","('Date', '').4","('Close', '^CNXIT').4","('High', '^CNXIT').4","('Low', '^CNXIT').4","('Open', '^CNXIT').4","('Volume', '^CNXIT').4","('Sector', '').4","('Close', '^NSEBANK').4","('High', '^NSEBANK').4","('Low', '^NSEBANK').4","('Open', '^NSEBANK').4","('Volume', '^NSEBANK').4","('Close', '^CNXFMCG').4","('High', '^CNXFMCG').4","('Low', '^CNXFMCG').4","('Open', '^CNXFMCG').4","('Volume', '^CNXFMCG').4","('Close', '^CNXAUTO').4","('High', '^CNXAUTO').4","('Low', '^CNXAUTO').4","('Open', '^CNXAUTO').4","('Volume', '^CNXAUTO').4","('Close', '^CNXPHARMA').4","('High', '^CNXPHARMA').4","('Low', '^CNXPHARMA').4","('Open', '^CNXPHARMA').4","('Volume', '^CNXPHARMA').4","('Date', '').5","('Close', '^CNXIT').5","('High', '^CNXIT').5","('Low', '^CNXIT').5","('Open', '^CNXIT').5","('Volume', '^CNXIT').5","('Sector', '').5","('Close', '^NSEBANK').5","('High', '^NSEBANK').5","('Low', '^NSEBANK').5","('Open', '^NSEBANK').5","('Volume', '^NSEBANK').5","('Close', '^CNXFMCG').5","('High', '^CNXFMCG').5","('Low', '^CNXFMCG').5","('Open', '^CNXFMCG').5","('Volume', '^CNXFMCG').5","('Close', '^CNXAUTO').5","('High', '^CNXAUTO').5","('Low', '^CNXAUTO').5","('Open', '^CNXAUTO').5","('Volume', '^CNXAUTO').5","('Close', '^CNXPHARMA').5","('High', '^CNXPHARMA').5","('Low', '^CNXPHARMA').5","('Open', '^CNXPHARMA').5","('Volume', '^CNXPHARMA').5","('Date', '').6","('Close', '^CNXIT').6","('High', '^CNXIT').6","('Low', '^CNXIT').6","('Open', '^CNXIT').6","('Volume', '^CNXIT').6","('Sector', '').6","('Close', '^NSEBANK').6","('High', '^NSEBANK').6","('Low', '^NSEBANK').6","('Open', '^NSEBANK').6","('Volume', '^NSEBANK').6","('Close', '^CNXFMCG').6","('High', '^CNXFMCG').6","('Low', '^CNXFMCG').6","('Open', '^CNXFMCG').6","('Volume', '^CNXFMCG').6","('Close', '^CNXAUTO').6","('High', '^CNXAUTO').6","('Low', '^CNXAUTO').6","('Open', '^CNXAUTO').6","('Volume', '^CNXAUTO').6","('Close', '^CNXPHARMA').6","('High', '^CNXPHARMA').6","('Low', '^CNXPHARMA').6","('Open', '^CNXPHARMA').6","('Volume', '^CNXPHARMA').6","('Date', '')","('Close', '^CNXIT')","('High', '^CNXIT')","('Low', '^CNXIT')","('Open', '^CNXIT')","('Volume', '^CNXIT')","('Sector', '')","('Close', '^NSEBANK')","('High', '^NSEBANK')","('Low', '^NSEBANK')","('Open', '^NSEBANK')","('Volume', '^NSEBANK')","('Close', '^CNXFMCG')","('High', '^CNXFMCG')","('Low', '^CNXFMCG')","('Open', '^CNXFMCG')","('Volume', '^CNXFMCG')","('Close', '^CNXAUTO')","('High', '^CNXAUTO')","('Low', '^CNXAUTO')","('Open', '^CNXAUTO')","('Volume', '^CNXAUTO')","('Close', '^CNXPHARMA')","('High', '^CNXPHARMA')","('Low', '^CNXPHARMA')","('Open', '^CNXPHARMA')","('Volume', '^CNXPHARMA')"
2025-12-31,,,,,,AUTO,,,,,,,,,,,28189.599609375,28226.75,27858.650390625,27901.94921875,352900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02,,,,,,AUTO,,,,,,,,,,,28803.650390625,28867.05078125,28486.55078125,28548.25,605400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-05,,,,,,AUTO,,,,,,,,,,,28894.150390625,29179.099609375,28806.94921875,28869.650390625,498600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06,,,,,,AUTO,,,,,,,,,,,28922.349609375,28997.30078125,28812.55078125,28923.44921875,515100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07,,,,,,AUTO,,,,,,,,,,,28692.400390625,28938.650390625,28501.099609375,28919.94921875,339100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-08,,,,,,AUTO,,,,,,,,,,,28414.94921875,28662.0,28357.599609375,28639.25,378100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,,,,,,AUTO,,,,,,,,,,,28087.650390625,28516.0,28034.849609375,28380.0,513600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-12,,,,,,AUTO,,,,,,,,,,,28011.75,28165.55078125,27492.650390625,28055.44921875,399500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13,,,,,,AUTO,,,,,,,,,,,27869.44921875,28159.55078125,27832.150390625,28154.349609375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-31,,,,,,PHARMA,,,,,,,,,,,,,,,,22723.650390625,22770.099609375,22536.150390625,22620.69921875,13158000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-02,,,,,,PHARMA,,,,,,,,,,,,,,,,22790.900390625,22803.650390625,22578.69921875,22649.650390625,13771200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-05,,,,,,PHARMA,,,,,,,,,,,,,,,,22743.400390625,22930.69921875,22706.05078125,22810.44921875,16653300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06,,,,,,PHARMA,,,,,,,,,,,,,,,,23126.849609375,23149.94921875,22764.849609375,22791.05078125,17554400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-07,,,,,,PHARMA,,,,,,,,,,,,,,,,23286.25,23492.55078125,23021.80078125,23117.05078125,32875100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-08,,,,,,PHARMA,,,,,,,,,,,,,,,,22962.55078125,23260.25,22927.30078125,23260.25,18166800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-09,,,,,,PHARMA,,,,,,,,,,,,,,,,22761.0,22989.849609375,22696.44921875,22961.099609375,16394300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-12,,,,,,PHARMA,,,,,,,,,,,,,,,,22668.44921875,22769.80078125,22392.5,22758.0,17724700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13,,,,,,PHARMA,,,,,,,,,,,,,,,,22449.150390625,22742.69921875,22416.599609375,22708.05078125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
